"","typeH","typeN"
"NA.19876","7.14715171261624e-12","4.97469501505059e-12"
"NA.19877","3.72711029462033e-11","3.57525763464312e-12"
"NA.19878","8.69314492759257e-13","1.77753971956691e-12"
"NA.19879","5.45650200623797e-09","1.4151012353376e-08"
"NA.19880","2.84180817684772e-21","1.46736317873198e-21"
"NA.19881","2.7249415588436e-23","2.51329814859111e-23"
"NA.19882","2.45943432122272e-12","2.57931200380035e-12"
"NA.19883","5.44854954730406e-09","9.02618298378284e-10"
"NA.19884","4.51459517052662e-18","1.49195910287926e-17"
"NA.19885","1.27360833293778e-20","1.05026448129228e-20"
"NA.19886","8.84880578317739e-16","3.37019848909901e-16"
"NA.19887","3.08170079403708e-20","3.27148156721023e-20"
"NA.19888","1.33401386533499e-22","1.02951638854371e-22"
"NA.19889","8.05568045017989e-23","1.40439667584548e-22"
"NA.19890","2.79155227005222e-21","3.37154291044624e-21"
"NA.19891","2.27521909452117e-19","4.85617365244165e-19"
"NA.19892","6.59811018324591e-18","1.89473457396411e-17"
"NA.19893","7.22446990318843e-18","4.77021048283779e-18"
"NA.19894","1.06684055093737e-17","3.53871869755244e-18"
"NA.19895","6.89804891357019e-17","3.15893206342857e-17"
"NA.19896","2.60122797973215e-23","1.94177815257363e-23"
"NA.19897","3.00182355250275e-13","5.83755215716304e-13"
"NA.19898","7.70630958690604e-12","4.79318109231445e-11"
"NA.19899","1.61853507931564e-15","7.78384579447803e-16"
"NA.19900","2.54801700326721e-13","3.62771221639021e-13"
"NA.19901","5.9730259293585e-22","9.63015120637711e-22"
"NA.19902","3.94659873659084e-13","1.24148432238648e-13"
"NA.19903","1.45386336786639e-15","2.20889188046911e-15"
"NA.19904","1.83646996611189e-09","1.03542642643191e-09"
"NA.19905","4.20417718942862e-20","4.46707988302041e-20"
"NA.19906","1.81248075719012e-14","1.17724182557096e-14"
"NA.19907","2.43818038141529e-22","2.81131690883698e-22"
"NA.19908","1.42992436635707e-19","2.52558051998041e-19"
"NA.19909","3.58915165938027e-22","3.30360702067763e-22"
"NA.19910","1.93948876041767e-18","2.14065272103703e-18"
"NA.19911","6.03788431134674e-17","1.75155775758428e-16"
"NA.19912","5.4301010402537e-22","6.40766179780949e-22"
"NA.19913","2.59326044977759e-22","3.73504772513764e-22"
"NA.19914","1.83680615269931e-21","1.693583956024e-21"
"NA.19915","4.09964489704238e-19","2.87233589355981e-19"
"NA.19916","2.52502385273286e-12","3.51870042624906e-13"
"NA.19917","3.82981006193288e-09","2.76437206595023e-09"
"NA.19918","4.09390375472503e-19","2.3467385756539e-19"
"NA.19919","6.310670923216e-11","1.73662574180929e-10"
"NA.19920","1.34553656640084e-11","4.99610927384148e-11"
"NA.19921","1.74942293112631e-11","3.14068969106569e-12"
"NA.19922","1.10534484842647e-16","1.07652053655561e-16"
"NA.19923","9.28322620146604e-24","7.68878287717576e-24"
"NA.19924","9.15894597274638e-18","1.88666520018492e-17"
"NA.19925","6.41075873592811e-15","1.20973229667223e-14"
"NA.19926","8.66590859259635e-25","7.59672214301568e-25"
"NA.19927","5.12400518631009e-11","7.4950786211883e-12"
"NA.19928","2.64757999933257e-17","7.11048806109441e-18"
"NA.19929","2.35836224283927e-15","5.12233804301064e-15"
"NA.19930","5.47013743484299e-15","1.27386047035615e-15"
"NA.19931","1.19755412236334e-16","2.35643307772986e-16"
"NA.19932","1.17619407675057e-14","9.08501461945102e-15"
"NA.19933","4.82812513238207e-11","3.31588298613421e-12"
"NA.19934","2.15024749302727e-15","1.44494068570064e-15"
"NA.19935","1.56693113213626e-15","2.7328612180911e-15"
"NA.19936","4.07977370980849e-17","3.16662725327529e-17"
"NA.19937","4.50131952660369e-18","4.10143703707394e-18"
"NA.19938","3.06552213621297e-13","3.70150633077902e-13"
"NA.19939","5.45168878388818e-19","5.64414614699038e-19"
"NA.19940","4.47336921392476e-09","1.40553771556404e-09"
"NA.19941","5.46138569233708e-16","8.92633409091088e-16"
"NA.19942","1.38191815711992e-14","2.00534135646285e-14"
"NA.19943","5.45553722338506e-20","8.56371647990195e-20"
"NA.19944","6.58616244306175e-14","1.35747881950886e-13"
"NA.19945","3.72807186670985e-12","2.03019025308085e-12"
"NA.19946","1.83311195884404e-18","1.65759828647834e-18"
"NA.19947","6.87475258584236e-15","2.23031263263715e-14"
"NA.19948","5.92215042043304e-22","3.42092776319965e-22"
"NA.19949","4.36218318669052e-24","3.17308067494233e-24"
"NA.19950","3.80947328689004e-19","1.91834401599498e-19"
"NA.19951","9.09172709410461e-15","3.57006836961405e-15"
"NA.19952","8.11474983276622e-10","1.18004464902222e-10"
"NA.19953","1.25034975199477e-14","3.05704026589583e-14"
"NA.19954","3.20720950321071e-15","1.23444921630145e-15"
"NA.19955","1.3468708822156e-07","4.02930351320459e-07"
"NA.19956","3.6971660168392e-08","6.02546017750198e-08"
"NA.19957","1.06702302961729e-15","1.0147486249846e-15"
"NA.19958","4.34854895388781e-21","5.14976303808117e-21"
"NA.19959","2.16441842213625e-15","8.1202107072312e-16"
"NA.19960","1.37436374509701e-15","1.78944431334678e-15"
"NA.19961","6.02410298412903e-15","3.79692485742457e-14"
"NA.19962","3.83122884150475e-17","4.28897462023941e-17"
"NA.19963","1.17663628457047e-20","4.79791753736677e-21"
"NA.19964","2.02436289652789e-19","7.55837575814469e-20"
"NA.19965","4.25737905720581e-15","3.54374297499371e-15"
"NA.19966","1.14658458599554e-16","1.05384666129079e-16"
"NA.19967","6.05492550776473e-22","4.2371332253316e-22"
"NA.19968","9.61689709125383e-16","9.58277717941541e-16"
"NA.19969","1.47406926224997e-13","1.63714285998935e-13"
"NA.19970","5.66655781650041e-17","2.80506899345771e-17"
"NA.19971","2.3962630771037e-14","2.79325105232993e-13"
"NA.19972","9.84776088378858e-15","1.53480621394441e-15"
"NA.19973","1.10495395227706e-11","3.21744647044552e-11"
"NA.19974","1.79856190337322e-11","9.96073725294169e-12"
"NA.19975","2.1887956017382e-14","2.13396419718718e-15"
"NA.19976","1.75594138102757e-11","2.46305229036966e-11"
"NA.19977","1.6943392709597e-12","7.95164134228564e-13"
"NA.19978","3.79713728844461e-14","1.25636100360368e-14"
"NA.19979","1.47498216568228e-12","8.36825777764053e-12"
"NA.19980","4.51313595258295e-12","2.48325213130196e-12"
"NA.19981","5.26211749043624e-15","3.69573464980433e-15"
"NA.19982","4.10377171757335e-14","2.84494344669027e-13"
"NA.19983","2.99270392416676e-16","2.37630554629537e-16"
"NA.19984","2.05923045638493e-13","3.60641773179435e-13"
"NA.19985","1.15494019589034e-13","1.03294869929136e-13"
"NA.19986","2.80835886696542e-18","7.09992654575798e-18"
"NA.19987","7.74653307506379e-10","1.52514900649414e-10"
"NA.19988","2.17636833514583e-11","2.08202029301816e-11"
"NA.19989","4.04972112717091e-12","3.60893878747528e-12"
"NA.19990","4.21442220739696e-15","1.16184908014698e-15"
"NA.19991","1.42199514251294e-12","1.10843604148969e-10"
"NA.19992","2.2102965386408e-22","2.04211933128397e-22"
"NA.19993","4.53325777130526e-11","6.11186361947417e-10"
"NA.19994","2.49558458176455e-12","2.16740771093076e-09"
"NA.19995","2.00077439454967e-20","1.08255155450644e-20"
"NA.19996","1.02973650350781e-11","2.68148448622296e-11"
"NA.19997","1.05776483883612e-13","4.17718263660986e-14"
"NA.19998","3.72107301127538e-15","1.60994951883509e-15"
"NA.19999","2.67445723350175e-15","2.50151466810058e-15"
"NA.20000","2.03258395084078e-08","1.08902404032583e-07"
"NA.20001","2.89363056274673e-17","1.91654897239971e-17"
"NA.20002","3.11158978494834e-20","8.1527213925112e-20"
"NA.20003","5.16532500816548e-18","9.84285630963844e-18"
"NA.20004","5.8530304346943e-15","1.76266528553228e-15"
"NA.20005","2.88403687131489e-16","1.15074549096567e-16"
"NA.20006","4.13546516381841e-15","1.43518029880161e-14"
"NA.20007","1.17174920074303e-13","2.47220432929488e-13"
"NA.20008","3.7748966057386e-15","3.28965281360813e-15"
"NA.20009","3.36088545115866e-14","3.82697155775495e-14"
"NA.20010","3.51549023273447e-16","4.99335390901933e-16"
"NA.20011","3.17145871385419e-11","5.40092845297263e-09"
"NA.20012","3.78772052386729e-20","4.2313197478741e-20"
"NA.20013","2.50509673188372e-15","1.2104470281835e-15"
"NA.20014","5.14746432569198e-13","1.55747184273466e-11"
"NA.20015","1.87629862701839e-17","2.02618855898458e-17"
"NA.20016","5.06155048757861e-17","1.83778988302176e-17"
"NA.20017","1.02474440856476e-13","2.31759462359921e-13"
"NA.20018","5.08045337597805e-16","2.40329020500775e-16"
"NA.20019","2.35975288021121e-24","2.65572855897665e-24"
"NA.20020","9.75789734655178e-15","1.33104612883298e-14"
"NA.20021","3.56502811985726e-12","3.24461583132181e-11"
"NA.20022","5.43049476534266e-13","3.69546524268592e-13"
"NA.20023","2.10128574886181e-15","2.08651399836536e-15"
"NA.20024","1.95339649892514e-13","4.5553624012042e-13"
"NA.20025","2.24831242115497e-20","6.34746545557315e-20"
"NA.20026","9.47907111823902e-17","1.09811890334529e-15"
"NA.20027","1.31636654568191e-15","2.38898806858411e-15"
"NA.20028","7.62028368429436e-19","5.23777101976713e-19"
"NA.20029","4.6183596389759e-12","7.51730517071711e-13"
"NA.20030","5.10802735488994e-14","1.73672426058786e-14"
"NA.20031","1.46569235594791e-13","2.79325105232993e-13"
"NA.20032","4.39034957347602e-22","8.49430999272112e-22"
"NA.20033","1.69646175142562e-23","1.97075646951715e-23"
"NA.20034","1.30550201229937e-18","1.89415102616989e-18"
"NA.20035","4.17556768013616e-15","4.91112205442764e-15"
"NA.20036","7.46309234563701e-12","3.78734132626925e-12"
"NA.20037","8.45143218011722e-12","1.29433058287488e-11"
"NA.20038","7.58257813946815e-22","6.95899151051979e-22"
"NA.20039","5.29160186094948e-15","4.86875518572877e-15"
"NA.20040","4.1361718573762e-09","2.24245037118399e-10"
"NA.20041","2.03258395084078e-08","4.43286661421152e-08"
"NA.20042","1.00166351663005e-09","6.93687553077717e-09"
"NA.20043","1.13900284036674e-13","3.11897394358903e-13"
"NA.20044","1.19049087412245e-14","2.71753827573041e-14"
"NA.20045","7.4375634335569e-10","7.28574092081491e-10"
"NA.20046","1.09983190273579e-12","4.33055767688965e-13"
"NA.20047","2.08719953985282e-13","9.59499792262628e-14"
"NA.20048","1.14384869536739e-09","2.61429456805335e-09"
"NA.20049","1.13186307554133e-14","4.72093516495859e-14"
"NA.20050","1.00914917650809e-13","1.60677981577366e-13"
"NA.20051","6.33171580759337e-10","6.91715156468415e-10"
"NA.20052","7.1061848434109e-13","3.84000734328873e-12"
"NA.20053","1.47757955254745e-10","2.51921176981153e-09"
"NA.20054","3.89659859976213e-10","3.83845214906071e-10"
"NA.20055","1.85770954328184e-15","1.78142323095722e-15"
"NA.20056","1.67383101056336e-18","6.4822726774099e-19"
"NA.20057","1.94828653224134e-17","6.76584480371378e-18"
"NA.20058","3.63581069194186e-24","4.38688084775893e-24"
"NA.20059","2.51399857624235e-21","3.32612525850111e-21"
"NA.20060","3.95903385409676e-21","8.13650161580765e-21"
"NA.20061","6.70785764852587e-14","6.35621613672475e-14"
"NA.20062","1.04130052986361e-19","1.20263873664291e-19"
"NA.20063","4.0395675294068e-19","5.0870344559067e-19"
"NA.20064","2.92078548275038e-20","3.31006402386047e-20"
"NA.20065","5.45297337453642e-15","7.53652518117462e-15"
"NA.20066","2.12884085305302e-13","7.67166291214908e-13"
"NA.20067","7.9940688753145e-11","3.18033334751383e-11"
"NA.20068","9.98383876331475e-12","5.10704734973249e-12"
"NA.20069","4.42470101328643e-20","1.94951889893157e-20"
"NA.20070","1.45849897048628e-12","2.98042021855363e-12"
"NA.20071","1.34097177808464e-16","4.88140371356928e-17"
"NA.20072","1.14842363838142e-11","1.87944257647361e-12"
"NA.20073","2.42383779536006e-13","5.74199431788062e-13"
"NA.20074","3.91878488646473e-14","2.3055565215402e-15"
"NA.20075","5.19526416606353e-15","2.66249128553871e-15"
"NA.20076","6.06517052090556e-13","3.68147031507527e-13"
"NA.20077","7.94415484224742e-09","2.31791759905972e-11"
"NA.20078","3.443962512966e-15","5.11342483479584e-15"
"NA.20079","1.171749307815e-14","2.70884635646348e-14"
"NA.20080","1.16768891251694e-11","1.18630119284288e-11"
"NA.20081","2.01945921328593e-15","3.09004262237643e-15"
"NA.20082","1.85261899070118e-14","1.18210570245366e-14"
"NA.20083","4.9083590516045e-11","3.77166252729214e-11"
"NA.20084","2.6844362506298e-20","1.2977544447403e-20"
"NA.20085","1.18132784109242e-15","1.17487900458674e-15"
"NA.20086","2.7881208959627e-12","4.51235142889437e-12"
"NA.20087","5.16747084070725e-21","6.45877643706916e-21"
"NA.20088","1.37505658098189e-18","2.21834899803683e-18"
"NA.20089","5.18937498457848e-20","5.73604060696874e-20"
"NA.20090","2.99788310721701e-21","4.31041007789343e-21"
"NA.20091","1.42334412571227e-12","8.13147492272836e-12"
"NA.20092","2.72643358244224e-08","6.56693221656993e-07"
"NA.20093","9.41714757019286e-09","1.81109895104937e-07"
"NA.20094","4.74775946052946e-13","3.39974640243582e-13"
"NA.20095","1.87851919610777e-13","1.18752407926204e-13"
"NA.20096","6.40378529087565e-14","1.88992492128107e-15"
"NA.20097","2.56779692507897e-21","2.85705535531557e-21"
"NA.20098","3.61880893230725e-16","2.55851038279102e-16"
"NA.20099","7.98814729614472e-20","2.97890778303963e-20"
"NA.20100","1.61410818620092e-13","2.31081057878069e-13"
"NA.20101","4.25729708768638e-19","8.24487523161136e-19"
"NA.20102","2.0254264970182e-19","8.0912017476667e-20"
"NA.20103","5.77455419843062e-25","6.74877226137922e-25"
"NA.20104","1.23215331403266e-10","2.2999414360208e-10"
"NA.20105","9.83800343219194e-11","2.10777040636386e-11"
"NA.20106","8.03398263521385e-24","4.63664467838234e-24"
"NA.20107","1.11877314692671e-20","8.82947092885931e-21"
"NA.20108","7.57275437588998e-22","5.4652242458901e-22"
"NA.20109","1.42154219056415e-21","2.2874202917762e-21"
"NA.20110","2.50919881132372e-15","9.71346029893083e-16"
"NA.20111","9.17710588993578e-16","1.94622261525891e-16"
"NA.20112","3.04408962490487e-21","2.00040988419052e-21"
"NA.20113","8.80967464029579e-10","8.41040628450102e-11"
"NA.20114","1.33641127238985e-16","1.16676134973646e-16"
"NA.20115","8.96125635768564e-22","7.64549686750278e-22"
"NA.20116","7.65906718813594e-17","1.86539633541802e-17"
"NA.20117","7.40018589384956e-09","4.24253654285934e-09"
"NA.20118","9.61196539571164e-18","8.27357933851491e-18"
"NA.20119","2.15373194605741e-11","5.40763396183904e-12"
"NA.20120","1.34838658649175e-14","7.66820436627811e-15"
"NA.20121","1.80906854513847e-21","2.24732525959629e-21"
"NA.20122","7.51051511574249e-21","6.56494229518289e-21"
"NA.20123","2.31591373537318e-17","4.22302320889722e-17"
"NA.20124","6.57755746334064e-14","1.45694879751444e-13"
"NA.20125","3.59438561672473e-21","4.61000969002392e-21"
"NA.20126","4.2511877332104e-12","2.1899054471171e-11"
"NA.20127","1.46648559284726e-15","1.05284283488884e-15"
"NA.20128","1.04163117686612e-09","6.49233955314197e-11"
"NA.20129","1.52672909576231e-13","2.73631024259673e-13"
"NA.20130","9.71287599288275e-16","1.87726180794449e-15"
"NA.20131","1.92481501831904e-15","1.81764432034551e-15"
"NA.20132","2.22425065064615e-10","1.92465788680083e-11"
"NA.20133","4.18392447924305e-14","1.39086721703055e-14"
"NA.20134","6.80832324008262e-15","1.25039743102361e-14"
"NA.20135","1.35142795591722e-11","5.45445325160332e-12"
"NA.20136","2.27493922515333e-16","7.10549131017328e-17"
"NA.20137","4.46558223185929e-15","2.1959076244705e-15"
"NA.20138","1.00888892735984e-16","1.56667861410574e-16"
"NA.20139","8.9928801878295e-20","1.0108493208734e-19"
"NA.20140","4.38514912502843e-13","1.03244900559348e-12"
"NA.20141","4.63516529697546e-19","4.63397481968168e-19"
"NA.20142","3.51105311378842e-21","5.33614273633817e-21"
"NA.20143","3.99048988664492e-12","2.38672634191366e-12"
"NA.20144","2.46952556994021e-14","1.91475116908017e-14"
"NA.20145","6.87430922469145e-09","3.92624188938303e-09"
"NA.20146","2.90006028625717e-10","2.42158031848002e-10"
"NA.20147","1.26167108196486e-08","1.70614564847837e-07"
"NA.20148","9.25355501972017e-23","8.43864621369402e-23"
"NA.20149","6.27020586189498e-25","8.5101751394795e-25"
"NA.20150","9.0780370574594e-21","7.46098805770021e-21"
"NA.20151","4.91596877256053e-12","1.18268288366845e-11"
"NA.20152","2.72608430908749e-15","5.72698390617175e-15"
"NA.20153","1.62349929697006e-11","4.18975855688377e-12"
"NA.20154","2.839391615499e-14","1.95307345595931e-14"
"NA.20155","1.96959937610199e-14","3.57187395901519e-15"
"NA.20156","1.15096369900946e-21","9.53684634523561e-22"
"NA.20157","1.837401977605e-18","1.326799591164e-18"
"NA.20158","5.17798984911468e-11","2.31949285858256e-12"
"NA.20159","1.50250791489471e-13","1.08572247710473e-13"
"NA.20160","3.54862734993201e-15","3.21882799069204e-15"
"NA.20161","5.31896677068872e-10","2.49823806077897e-10"
"NA.20162","5.59046917937039e-18","1.03298331198525e-17"
"NA.20163","4.50635792617949e-13","3.93989146775266e-14"
"NA.20164","6.55416739135867e-13","9.30440972017038e-13"
"NA.20165","2.14205181865125e-14","4.82365811602404e-15"
"NA.20166","3.00437876272343e-15","1.02891894829601e-15"
"NA.20167","8.77536231199335e-14","3.10511747232707e-14"
"NA.20168","2.02768973421091e-17","5.64023630218918e-18"
"NA.20169","9.60776740946248e-19","1.10291879580183e-18"
"NA.20170","2.63827653381888e-16","3.96902786248549e-16"
"NA.20171","1.86811001325479e-17","2.74469224464231e-17"
"NA.20172","3.39771703013651e-20","3.65836907316899e-20"
"NA.20173","5.33773120704546e-20","3.62623154174303e-20"
"NA.20174","8.40740270792295e-21","1.33637232696592e-20"
"NA.20175","9.57681920709225e-12","6.57818927600298e-11"
"NA.20176","1.52109240054477e-15","1.02419570294721e-15"
"NA.20177","1.15416282278072e-15","1.23729067509839e-15"
"NA.20178","1.04327359458768e-14","7.82709991531188e-15"
"NA.20179","9.20996120021317e-19","1.30413084719435e-18"
"NA.20180","2.22246110342073e-18","5.15384622562862e-18"
"NA.20181","4.03583994611989e-11","5.74326465468722e-12"
"NA.20182","5.33478253706943e-12","6.52111931032912e-13"
"NA.20183","5.34543988743855e-16","1.87980711153205e-16"
"NA.20184","1.62104002956389e-18","5.16812021082538e-19"
"NA.20185","2.82274636803164e-09","2.14144968662974e-09"
"NA.20186","2.1694864424169e-23","2.56394605646216e-23"
"NA.20187","6.90852818021891e-12","1.8394241563489e-12"
"NA.20188","1.16617223276049e-14","5.00760941743973e-15"
"NA.20189","8.50141608780051e-16","3.10291213270704e-16"
"NA.20190","1.35759206551051e-13","1.06582903248642e-13"
"NA.20191","3.92717954563085e-15","9.38487986409819e-16"
"NA.20192","6.48017437341427e-20","1.25948560414931e-19"
"NA.20193","9.06403100939483e-17","7.4876417662248e-18"
"NA.20194","2.98043150124945e-10","2.24210567979047e-10"
"NA.20195","1.91745605458002e-14","1.40212339593784e-14"
"NA.20196","2.00922322513927e-09","5.48048200444989e-09"
"NA.20197","1.58540789664925e-14","1.60632339246763e-14"
"NA.20198","6.42810651440182e-22","1.01575599733276e-21"
"NA.20199","7.39330993432963e-15","1.10128920446227e-14"
"NA.20200","1.51338330206731e-16","1.22981144235226e-16"
"NA.20201","2.50499125825688e-20","2.21934579401123e-20"
"NA.20202","6.34042404594299e-14","1.03448074868517e-14"
"NA.20203","2.2654431417646e-15","3.5173958265664e-15"
"NA.20204","1.699623677121e-12","5.4345894201807e-13"
"NA.20205","1.91657584016717e-19","1.61445392695666e-19"
"NA.20206","4.86807218350205e-12","1.64937571124218e-12"
"NA.20207","1.19154979296842e-16","2.27439930583496e-16"
"NA.20208","5.75951021582873e-11","2.35857421870392e-10"
"NA.20209","3.15232442715058e-13","7.76020966023302e-14"
"NA.20210","3.58743620811982e-10","1.20804845622691e-10"
"NA.20211","2.74338264485543e-14","2.04831289598085e-14"
"NA.20212","1.922136763951e-15","1.97099728849892e-15"
"NA.20213","5.42004746381082e-23","5.18051034322453e-23"
"NA.20214","4.89419811835332e-21","6.89326498872418e-21"
"NA.20215","3.10085398473167e-12","3.17174528128855e-13"
"NA.20216","1.5436714745608e-12","3.61017069273984e-13"
"NA.20217","2.92371548610973e-12","3.56655784948167e-12"
"NA.20218","9.1296543006398e-26","1.1757025298774e-25"
"NA.20219","1.43867800795035e-14","8.46624707943196e-15"
"NA.20220","3.79666382608813e-13","2.829442814813e-13"
"NA.20221","2.53207362672665e-20","9.61435588458628e-21"
"NA.20222","1.54731900212768e-09","9.07236902704178e-09"
"NA.20223","3.21597964335586e-16","1.0960199455142e-16"
"NA.20224","2.50501953196332e-16","3.10531496714289e-16"
"NA.20225","5.12445441777244e-14","1.63358649770717e-14"
"NA.20226","4.57191127575842e-12","6.66309853629819e-13"
"NA.20227","2.7544451302213e-17","3.02286749593181e-17"
"NA.20228","1.17042900233249e-14","3.32110369798824e-14"
"NA.20229","2.70851084075618e-18","2.2820415008218e-18"
"NA.20230","3.57402989542187e-14","8.43108874802069e-14"
"NA.20231","3.71975310269222e-19","3.9536699448812e-19"
"NA.20232","1.04059755737317e-20","2.0923439937253e-20"
"NA.20233","1.34645371999e-08","8.29581534408749e-10"
"NA.20234","5.67836585768813e-15","4.03445384773312e-15"
"NA.20235","1.45431144830186e-18","1.06109867590545e-18"
"NA.20236","1.85033212916196e-16","1.2065421526283e-16"
"NA.20237","4.95621719985841e-12","4.90356819850939e-12"
"NA.20238","1.06447983807043e-12","5.91786440478153e-13"
"NA.20239","1.36415281077414e-17","1.05586894049736e-17"
"NA.20240","5.31821863909497e-13","1.66576648456932e-13"
"NA.20241","6.99753591338701e-14","6.15407183754062e-14"
"NA.20242","8.40734987592463e-14","5.81726255099343e-14"
"NA.20243","1.65534853741226e-12","7.39089088392435e-13"
"NA.20244","2.30181945399911e-15","2.99331397904218e-15"
"NA.20245","5.89777310969268e-16","8.04094170633746e-16"
"NA.20246","5.8544022952251e-13","2.23495729149973e-13"
"NA.20247","9.133374177645e-14","1.39890728721282e-13"
"NA.20248","3.29398338341348e-21","5.04642620360386e-21"
"NA.20249","1.61957705131127e-12","9.7123491360545e-13"
"NA.20250","9.09971579731557e-14","1.72794570260127e-13"
"NA.20251","2.19150536121304e-22","1.63033274267977e-22"
"NA.20252","5.0264343717031e-12","1.41730471662132e-11"
"NA.20253","1.21554103159955e-11","9.79024849229892e-13"
"NA.20254","3.20420740096673e-10","1.21707097800826e-08"
"NA.20255","2.9829425666624e-23","4.21334203605047e-23"
"NA.20256","3.77058052556861e-14","1.79759926652274e-13"
"NA.20257","5.091966243043e-20","6.54737435304316e-20"
"NA.20258","2.59305060443542e-20","1.96770095020833e-20"
"NA.20259","3.98464006645738e-16","3.49408381413286e-16"
"NA.20260","6.23767417071203e-17","2.7765562413871e-17"
"NA.20261","4.65973370521792e-22","2.57412635091208e-22"
"NA.20262","3.04968667772738e-11","9.08066729359456e-12"
"NA.20263","2.77779876076826e-13","2.42920342266898e-13"
"NA.20264","8.17105873042244e-22","6.17862832224765e-22"
"NA.20265","2.10311821540241e-24","2.28828528367719e-24"
"NA.20266","1.17529076484655e-22","1.33995428770197e-22"
"NA.20267","6.69123667384466e-15","1.03483922205111e-14"
"NA.20268","6.81950712360622e-13","1.31677159600047e-13"
"NA.20269","7.04857069086435e-09","1.21723240381645e-09"
"NA.20270","1.95212030756953e-16","2.4118232675177e-16"
"NA.20271","2.45081633440969e-18","3.09114290501266e-18"
"NA.20272","1.26990735091996e-21","8.93323285404058e-22"
"NA.20273","5.1443255668525e-20","3.74459221554438e-20"
"NA.20274","2.2553914051249e-21","2.12212493888892e-21"
"NA.20275","1.0239905811673e-22","9.94333173871747e-23"
"NA.20276","2.31127281617996e-16","1.70368116035349e-16"
"NA.20277","2.72035814791762e-12","4.83291125970525e-12"
"NA.20278","1.0098757097651e-14","1.18604436637985e-14"
"NA.20279","3.79567762376791e-15","2.48339244286045e-15"
"NA.20280","3.50346610445211e-16","6.32523407512797e-16"
"NA.20281","1.10173029936618e-19","1.34181572439933e-19"
"NA.20282","3.34876946194956e-11","2.06066483621267e-11"
"NA.20283","3.47693959431693e-16","2.47135018920724e-15"
"NA.20284","1.62650484634856e-19","5.23337288746167e-19"
"NA.20285","4.76987766523976e-24","6.81481663943649e-24"
"NA.20286","1.13223934162925e-10","1.63471688055628e-11"
"NA.20287","4.9927045461491e-21","6.25057285112649e-21"
"NA.20288","4.92130064188595e-13","1.84891439531186e-13"
"NA.20289","1.76381014915832e-17","2.38960760477464e-17"
"NA.20290","7.42829750878988e-16","2.95756492045569e-16"
"NA.20291","4.91974848348727e-25","4.62269596006994e-25"
"NA.20292","2.37731605993309e-17","5.23699980431933e-18"
"NA.20293","4.34711067160449e-16","5.2262012516273e-17"
"NA.20294","2.34944719515898e-23","2.40041107176166e-23"
"NA.20295","2.8938848996909e-19","2.61970541045156e-19"
"NA.20296","6.99913225676877e-15","6.86174501933239e-15"
"NA.20297","1.82088085873361e-13","1.63192453934785e-13"
"NA.20298","8.09953721232454e-15","3.23631851197725e-14"
"NA.20299","1.28857890612031e-17","1.33495493399561e-17"
"NA.20300","2.92880571419212e-16","2.54529054095059e-16"
"NA.20301","2.5440023251797e-15","3.20235080646566e-15"
"NA.20302","4.66822956217829e-20","4.70857812401539e-20"
"NA.20303","3.71871573641602e-15","3.15487897509993e-15"
"NA.20304","1.77045110587071e-09","1.12237178084317e-10"
"NA.20305","8.08510004237704e-21","6.99613697807781e-21"
"NA.20306","2.07319100094336e-18","1.33472388878932e-18"
"NA.20307","1.09720034738231e-17","8.57645508573252e-17"
"NA.20308","2.97146853591281e-14","4.68451152312681e-14"
"NA.20309","6.13215928037379e-17","2.38642123993099e-16"
"NA.20310","1.82768345413312e-16","7.06156948323332e-17"
"NA.20311","2.35461584742682e-22","1.50936557103653e-22"
"NA.20312","9.04361608685288e-15","1.97459053158013e-15"
"NA.20313","4.6920315087156e-22","9.30179400417081e-22"
"NA.20314","1.00711902551513e-22","1.32826804686142e-22"
"NA.20315","1.99849982552579e-22","1.66258156721892e-22"
"NA.20316","6.19077739535053e-23","6.68386632572191e-23"
"NA.20317","1.86630260648048e-16","1.71767270314147e-16"
"NA.20318","6.81097877060498e-16","1.75011776430738e-15"
"NA.20319","2.40541788719457e-13","2.83914123533237e-13"
"NA.20320","6.80397722804776e-14","6.91478680226412e-14"
"NA.20321","1.3661456832432e-13","1.51664202013659e-13"
"NA.20322","1.52004033477725e-13","1.02413128212558e-13"
"NA.20323","1.23242929468971e-14","2.08013027040468e-14"
"NA.20324","2.36966714868715e-15","5.69951872573663e-15"
"NA.20325","2.29482723963014e-20","3.23829263511078e-20"
"NA.20326","5.52603667209822e-25","3.40376985842748e-25"
"NA.20327","3.38906911742415e-24","2.85983249756578e-24"
"NA.20328","4.8349671219349e-16","7.02635665006757e-16"
"NA.20329","6.12313015160169e-17","2.64533457844203e-17"
"NA.20330","9.5612464362339e-21","2.16718989485753e-20"
"NA.20331","4.84406467957488e-17","8.58838325404784e-17"
"NA.20332","4.27736467895862e-19","6.0423602621485e-19"
"NA.20333","2.10707129614268e-19","2.8338344592465e-19"
"NA.20334","3.28466088978937e-13","2.44054852840141e-13"
"NA.20335","5.48480853628733e-16","4.96743260952686e-16"
"NA.20336","5.77900110041881e-10","6.02573335531262e-10"
"NA.20337","2.22966526811767e-18","3.19307281594793e-18"
"NA.20338","4.28702306196187e-19","3.61204434088654e-19"
"NA.20339","1.51298739990517e-13","1.999729457788e-14"
"NA.20340","7.18391442573433e-10","4.6580642198e-09"
"NA.20341","6.25732827831646e-14","9.39307582575485e-15"
